CustomerID,ApplicationID,Approved,UnderwritingScore,Tier,RiskProb,LTI,HasDefaultedBefore
101677,200001,0,0.458324125124156,Subprime,0.125631518595871,0.418287937743191,0
101320,200002,1,0.718863261340567,Near-Prime,0.0270918098358684,0.316055625790139,0
100764,200003,1,0.643397146670236,Near-Prime,0.0331655298214553,0.494938132733408,0
105822,200004,0,0.650934415704759,Near-Prime,0.0470832548225945,0.17632241813602,0
108092,200005,1,0.540964534947256,Near-Prime,0.0843239300567137,0.051413881748072,0
101732,200006,1,0.622135582926697,Near-Prime,0.0415697343398502,0.128824476650564,0
107058,200007,0,0.628709252889035,Near-Prime,0.0352733406395815,0.064034151547492,0
108968,200008,0,0.642096681077128,Near-Prime,0.0394359255177223,0.220264317180617,0
102213,200009,1,0.642299670079213,Near-Prime,0.0520888520013336,0.183098591549296,0
105414,200010,1,0.514893846937848,Near-Prime,0.132638229265988,0.0965018094089264,0
108767,200011,1,0.486693919305845,Subprime,0.0767451026320968,0.351390922401171,0
109039,200012,1,0.632539991344406,Near-Prime,0.0365513793042305,0.270855904658722,0
102755,200013,1,0.68301436580151,Near-Prime,0.0260994901068636,0.015748031496063,0
104508,200014,1,0.660083232005389,Near-Prime,0.0357045438157581,0.169348010160881,0
103309,200015,1,0.538977008036983,Near-Prime,0.117408323489947,0.21551724137931,0
102284,200016,1,0.487560236991543,Subprime,0.119611316111957,0.406162464985994,0
108157,200017,1,0.629708004671292,Near-Prime,0.0452497132973122,0.10459035444509,0
102131,200018,0,0.590691635721395,Near-Prime,0.043587580250585,0.165837479270315,0
107025,200019,1,0.54671790949994,Near-Prime,0.11739295534976,0.0632466619817287,0
109588,200020,0,0.427956823541918,Subprime,0.160068620752625,0.0148809523809524,0
103435,200021,1,0.654445598348004,Near-Prime,0.0370014175152643,0.0769230769230769,0
104072,200022,1,0.561529462701193,Near-Prime,0.0776093483059843,0.118289353958144,0
109511,200023,1,0.64446846087859,Near-Prime,0.0441757685110508,0.0176263219741481,0
103168,200024,0,0.412376362067711,Subprime,0.149399071723238,0.304709141274238,0
109377,200025,1,0.46041243625485,Subprime,0.102909570509855,0.0627746390458255,0
102369,200026,1,0.416989715134606,Subprime,0.187077677907985,0.0887198986058302,0
100037,200027,1,0.575810035161382,Near-Prime,0.0542634782418843,0.061250805931657,0
100614,200028,1,0.623197544575545,Near-Prime,0.0359264196553527,0.31404958677686,0
104200,200029,1,0.543238141389833,Near-Prime,0.0728610420259431,0.224266820011501,0
101294,200030,0,0.511735432769221,Near-Prime,0.0842510538468632,0.126903553299492,0
101776,200031,0,0.581031304359511,Near-Prime,0.0553512077043477,0.0715307582260372,0
106341,200032,0,0.851878884271232,Prime,0.00915522259701407,0.0476190476190476,0
103796,200033,1,0.678322825202458,Near-Prime,0.0350083059673685,0.0842696629213483,0
103771,200034,1,0.601826026014902,Near-Prime,0.0432681592816382,0.00465116279069767,0
104765,200035,0,0.492638830425445,Subprime,0.131608436972342,0.0643086816720257,1
101648,200036,0,0.643028657764359,Near-Prime,0.0360830464321906,0.0168728908886389,0
102816,200037,1,0.570800032833891,Near-Prime,0.0701759162811033,0.83617747440273,0
102894,200038,1,0.592328064047864,Near-Prime,0.0462511080957339,0.441426146010187,0
108623,200039,1,0.526388911758318,Near-Prime,0.0833054394718828,0.447227191413238,0
101022,200040,1,0.567821421949038,Near-Prime,0.0723994111206012,0.315904139433551,0
105710,200041,1,0.451428253869445,Subprime,0.112714419179115,0.358208955223881,0
105687,200042,0,0.68335326626552,Near-Prime,0.0319369857839105,0.0970873786407767,0
100310,200043,0,0.592224482481114,Near-Prime,0.0733250501247597,0.196917808219178,1
107775,200044,0,0.510902463053869,Near-Prime,0.0943988078187679,0.520984081041968,0
101966,200045,0,0.339192386249868,Subprime,0.452652465892018,0.131386861313869,0
109082,200046,0,0.513467058859912,Near-Prime,0.0740008089020397,0.0110782865583456,0
108433,200047,1,0.419062622691993,Subprime,0.169298349751401,0.0978678783642083,0
108209,200048,0,0.621351451199357,Near-Prime,0.0661868772571049,0.0377180575200377,0
109247,200049,0,0.522819322965159,Near-Prime,0.0817443389807169,0.113821138211382,0
106486,200050,1,0.572931932131478,Near-Prime,0.0531642365363121,0.0285306704707561,0
106040,200051,0,0.51479949778839,Near-Prime,0.228733603151467,0.108843537414966,0
107634,200052,0,0.651867882047855,Near-Prime,0.0373264463489268,0.114503816793893,0
109644,200053,0,0.424780497531449,Subprime,0.397780340219557,0.339622641509434,0
107863,200054,1,0.678135575490702,Near-Prime,0.0546669211363049,0.028735632183908,0
104027,200055,0,0.601608246274269,Near-Prime,0.0471376934853773,0.206677265500795,0
100377,200056,1,0.68298507336316,Near-Prime,0.0436353229412156,0.00587199060481503,0
102993,200057,0,0.671276728649451,Near-Prime,0.0409352052201404,0.321637426900585,0
107780,200058,1,0.576582895890364,Near-Prime,0.0737618439372448,0.0420698359276399,0
101852,200059,1,0.56510733913538,Near-Prime,0.0728583109823914,0.213857998289136,0
104845,200060,0,0.469982263439229,Subprime,0.271595846956176,0.101161483701761,1
104774,200061,1,0.541072153089323,Near-Prime,0.0775376521089169,0.149082568807339,0
106097,200062,0,0.466648956311992,Subprime,0.123215278833273,0.00971581248481904,0
108003,200063,1,0.687475481608205,Near-Prime,0.0317612062571928,0.055663790704147,0
107252,200064,1,0.517783757822559,Near-Prime,0.139226761085735,0.0734214390602056,0
100811,200065,0,0.721112433899346,Near-Prime,0.0288729201338664,0.093167701863354,0
105006,200066,1,0.540593055795377,Near-Prime,0.089520300459768,0.529801324503311,0
101558,200067,1,0.529427199900543,Near-Prime,0.0887074559939691,0.105263157894737,1
